USER_ID,AVG_ORDERS,AVG_MONEY,IS_ACTIVE,SEX
323,3.92,40.96,不活跃,0
324,2.13,38.94,不活跃,1
325,1.64,38.21,不活跃,1
326,2.06,38.62,活跃,1
327,4.35,38.27,活跃,2
328,2.12,39.17,不活跃,1
329,4.15,40.56,不活跃,0
330,2.24,39.45,不活跃,1
331,4.04,41.23,活跃,0
332,2.53,39.08,活跃,1
333,4.07,41.25,不活跃,0
334,4.16,39.00,活跃,2
335,4.44,41.52,活跃,0
336,3.70,38.42,活跃,2
337,3.87,39.00,不活跃,2
338,1.42,38.82,不活跃,1
339,2.57,39.17,不活跃,1
340,3.90,41.61,不活跃,0
341,2.41,38.78,不活跃,1
342,3.90,40.93,不活跃,0
343,3.80,38.89,活跃,2
344,3.84,39.78,不活跃,0
345,4.75,40.46,不活跃,0
346,3.13,38.75,活跃,2
347,2.40,38.74,活跃,1
348,4.12,39.02,不活跃,2
349,4.46,38.64,活跃,2
350,4.23,40.91,活跃,0
351,4.75,40.61,活跃,0
352,4.11,41.24,不活跃,0
353,4.45,41.20,活跃,0
354,3.99,38.95,不活跃,2
355,3.87,38.99,活跃,2
356,4.50,38.96,不活跃,2
357,3.68,38.56,不活跃,2
358,3.58,38.87,不活跃,2
359,4.16,39.48,不活跃,2
360,4.21,40.77,不活跃,0
361,4.05,39.26,活跃,2
362,3.49,40.77,活跃,0
363,1.93,38.95,活跃,1
364,4.16,39.77,活跃,2
365,3.86,39.81,活跃,2
366,2.30,39.23,活跃,1
367,3.62,40.68,不活跃,0
368,4.39,38.97,活跃,2
369,2.18,39.68,活跃,1
370,4.56,39.13,活跃,2
371,3.95,40.88,不活跃,0
372,3.79,39.07,活跃,2
373,4.54,38.70,活跃,2
374,3.85,40.82,不活跃,0
375,3.89,38.47,活跃,2
376,4.22,39.29,不活跃,2
377,4.62,38.62,不活跃,2
378,3.37,39.34,活跃,2
379,4.11,38.72,活跃,2
380,4.86,39.19,不活跃,2
381,3.00,38.10,活跃,1
382,3.67,39.72,活跃,2
383,2.08,38.54,活跃,1
384,1.98,39.10,活跃,1
385,4.09,39.65,不活跃,2
386,2.09,39.16,活跃,1
387,4.19,40.85,活跃,0
388,4.01,39.13,不活跃,2
389,3.28,38.68,不活跃,2
390,4.18,39.38,活跃,2
391,1.58,38.66,活跃,1
392,4.19,39.69,活跃,2
393,2.20,38.66,活跃,1
394,2.21,39.10,不活跃,1
395,3.59,41.27,活跃,0
396,3.76,38.39,不活跃,2
397,3.64,40.21,活跃,0
398,2.24,38.61,不活跃,1
399,2.45,38.79,活跃,1
400,4.11,40.64,活跃,0
401,3.98,38.82,不活跃,2
402,2.66,38.38,活跃,1
403,3.81,38.79,不活跃,2
404,3.88,40.70,活跃,0
405,3.74,40.84,不活跃,0
406,2.38,38.83,不活跃,1
407,3.78,40.81,不活跃,0
408,2.49,38.92,不活跃,1
409,1.60,39.67,活跃,1
410,2.08,38.50,不活跃,1
411,2.42,39.24,活跃,1
412,1.89,39.45,活跃,1
413,3.36,39.00,不活跃,2
414,4.26,40.37,不活跃,0
415,3.66,39.40,不活跃,2
416,2.06,38.22,活跃,1
417,4.28,41.00,活跃,0
418,3.85,41.06,活跃,0
419,2.56,39.42,不活跃,1
420,3.04,38.84,活跃,1
421,3.48,38.68,活跃,2
422,3.69,38.89,活跃,2
423,3.82,40.89,活跃,0
424,4.98,38.92,不活跃,2
425,3.72,41.38,不活跃,0
426,3.45,38.99,活跃,2
427,4.12,39.36,不活跃,2
428,1.98,38.84,不活跃,1
429,4.61,39.04,不活跃,2
430,4.28,39.02,活跃,2
431,3.45,38.57,活跃,2
432,2.27,39.02,活跃,1
433,3.69,40.96,活跃,0
434,1.63,39.08,不活跃,1
435,4.14,41.28,活跃,0
436,3.70,40.67,不活跃,0
437,2.98,41.26,不活跃,0
438,2.22,39.36,不活跃,1
439,2.41,38.18,活跃,1
440,4.06,41.09,活跃,0
441,2.15,39.08,不活跃,1
442,2.21,38.87,活跃,1
443,4.08,39.80,不活跃,2
444,2.68,38.68,活跃,1
445,4.18,40.27,活跃,0
446,1.82,39.03,不活跃,1
447,4.37,41.56,活跃,0
448,3.61,41.13,不活跃,0
449,3.82,41.07,活跃,0
450,3.86,39.24,不活跃,2
451,1.66,39.01,活跃,1
452,3.28,39.16,活跃,2
453,3.38,39.21,不活跃,2
454,3.34,39.56,活跃,2
455,2.11,38.68,不活跃,1
456,3.55,40.71,不活跃,0
457,1.84,38.98,不活跃,1
458,4.38,40.94,活跃,0
459,4.08,40.98,不活跃,0
460,4.61,41.22,活跃,0
461,3.95,41.43,不活跃,0
462,3.89,41.32,活跃,0
463,3.51,40.88,活跃,0
464,2.10,39.56,不活跃,1
465,3.89,40.72,活跃,0
466,4.54,39.36,活跃,2
467,3.82,41.01,不活跃,0
468,3.95,41.45,不活跃,0
469,4.35,40.95,活跃,0
470,4.10,39.24,活跃,2
471,3.92,38.31,不活跃,2
472,4.34,38.68,不活跃,2
473,4.02,39.24,活跃,2
474,4.34,38.66,活跃,2
475,4.01,39.07,不活跃,2
476,2.28,38.40,活跃,1
477,1.88,38.66,不活跃,1
478,4.11,39.39,活跃,2
479,1.67,38.79,不活跃,1
480,1.34,38.71,不活跃,1
481,4.38,40.89,活跃,0
482,1.37,39.90,活跃,1
483,3.89,40.55,不活跃,0
484,4.37,39.88,不活跃,2
485,3.88,40.33,活跃,0
486,2.28,39.32,活跃,1
487,2.39,39.31,不活跃,1
488,1.52,38.80,不活跃,1
489,4.18,38.75,不活跃,2
490,4.13,40.66,不活跃,0
491,3.81,38.66,活跃,2
492,4.41,40.97,活跃,0
493,4.00,39.88,活跃,2
494,4.48,38.44,活跃,2
495,1.59,38.43,活跃,1
496,1.78,38.25,活跃,1
497,1.84,38.81,不活跃,1
498,1.90,38.65,活跃,1
499,3.61,40.41,不活跃,0
500,3.86,40.02,不活跃,2
501,3.86,40.77,活跃,0
502,1.79,39.26,不活跃,1
503,3.99,38.80,不活跃,2
504,1.75,39.40,活跃,1
505,1.98,38.89,不活跃,1
506,4.16,40.56,不活跃,0
507,1.70,38.64,活跃,1
508,3.66,39.50,活跃,2
509,2.10,39.06,不活跃,1
510,4.31,38.88,不活跃,2
511,2.21,39.16,不活跃,1
512,3.68,40.55,活跃,0
513,2.94,41.24,不活跃,0
514,4.15,39.40,活跃,2
515,3.60,40.38,活跃,0
516,3.80,40.82,活跃,0
517,3.79,39.42,活跃,2
518,1.60,39.67,活跃,1
519,3.92,40.84,不活跃,0
520,2.10,38.85,不活跃,1
521,4.27,41.16,活跃,0
522,1.92,38.73,不活跃,1
523,2.61,38.53,活跃,1
524,2.01,38.76,活跃,1
525,2.17,39.10,不活跃,1
526,2.65,38.67,活跃,1
527,4.08,39.46,不活跃,2
528,3.75,38.67,活跃,2
529,2.86,38.96,活跃,1
530,3.69,41.22,活跃,0
531,4.08,39.68,活跃,2
532,2.35,38.68,活跃,1
533,1.96,38.60,活跃,1
534,4.36,41.55,活跃,0
535,3.10,40.59,不活跃,0
536,3.81,41.19,活跃,0
537,2.28,38.58,不活跃,1
538,3.80,40.53,不活跃,0
539,3.81,39.37,不活跃,2
540,4.03,38.89,不活跃,2
541,2.04,39.05,不活跃,1
542,4.20,41.42,不活跃,0
543,3.60,38.60,活跃,2
544,3.64,41.15,不活跃,0
545,3.86,38.90,不活跃,2
546,4.56,38.34,活跃,2
547,4.18,39.11,不活跃,2
548,4.09,41.18,活跃,0
549,3.74,39.06,不活跃,2
550,1.84,38.68,不活跃,1
551,3.30,40.48,不活跃,0
552,4.15,40.99,活跃,0
553,4.19,41.11,活跃,0
554,3.85,38.62,活跃,2
555,2.14,39.27,活跃,1
556,2.04,39.63,不活跃,1
557,3.91,40.57,不活跃,0
558,3.64,40.83,活跃,0
559,2.19,39.69,不活跃,1
560,4.56,39.06,活跃,2
561,2.09,39.04,活跃,1
562,4.01,38.97,活跃,2
563,4.18,39.09,不活跃,2
564,3.67,38.62,活跃,2
565,4.31,41.14,活跃,0
566,1.83,38.56,活跃,1
567,4.20,38.70,不活跃,2
568,1.78,38.56,活跃,1
569,1.22,38.63,不活跃,1
570,2.01,39.04,不活跃,1
571,3.79,40.61,不活跃,0
572,1.80,38.67,活跃,1
573,4.14,41.25,活跃,0
574,3.72,40.94,活跃,0
575,2.37,38.93,活跃,1
576,4.17,38.94,不活跃,2
577,3.86,39.01,不活跃,2
578,1.24,38.93,不活跃,1
579,3.99,41.43,活跃,0
580,3.35,41.19,不活跃,0
581,4.07,40.84,不活跃,0
582,3.99,38.87,活跃,2
583,3.70,38.76,活跃,2
584,4.18,41.13,不活跃,0
585,3.83,39.23,活跃,2
586,3.93,40.68,不活跃,0
587,3.81,39.35,不活跃,2
588,4.87,41.53,活跃,0
589,2.24,38.76,活跃,1
590,1.88,38.30,活跃,1
591,4.06,38.61,不活跃,2
592,1.87,38.72,不活跃,1
593,4.02,39.21,不活跃,2
594,4.35,39.41,活跃,2
595,2.55,38.88,不活跃,1
596,1.80,38.58,不活跃,1
597,3.70,41.62,活跃,0
598,1.20,39.24,活跃,1
599,4.35,41.11,活跃,0
600,4.42,38.59,不活跃,2
601,4.35,38.89,活跃,2
602,4.22,41.18,活跃,0
603,1.36,38.65,不活跃,1
604,4.02,40.93,活跃,0
605,4.20,39.19,活跃,2
606,3.84,38.84,活跃,2
607,4.91,40.42,不活跃,0
608,2.43,38.75,不活跃,1
609,2.04,39.38,活跃,1
610,2.22,38.27,活跃,1
611,4.44,41.26,活跃,0
612,3.59,40.86,不活跃,0
613,4.18,41.04,不活跃,0
614,1.47,39.22,不活跃,1
615,4.09,38.60,活跃,2
616,4.06,39.73,不活跃,2
617,2.38,39.53,活跃,1
618,3.64,39.22,活跃,2
619,3.50,39.01,活跃,2
620,4.22,38.94,活跃,2
621,1.68,39.44,不活跃,1
622,3.80,41.77,活跃,0
623,4.22,38.73,不活跃,2
624,4.51,38.65,活跃,2
625,3.60,39.82,活跃,2
626,2.31,38.69,活跃,1
627,4.44,39.16,不活跃,2
628,4.39,41.90,不活跃,0
629,3.56,41.02,活跃,0
630,1.67,38.44,不活跃,1
631,1.54,38.86,活跃,1
632,2.11,39.57,不活跃,1
633,1.15,39.56,活跃,1
634,1.98,39.50,不活跃,1
635,2.29,39.01,不活跃,1
636,3.62,40.84,不活跃,0
637,4.38,39.90,不活跃,0
638,3.74,40.11,活跃,0
639,3.76,40.98,不活跃,0
640,3.40,41.18,活跃,0
641,3.61,38.76,活跃,2
642,3.94,39.04,活跃,2
643,4.32,38.52,不活跃,2
644,3.73,41.66,活跃,0
645,1.56,38.99,不活跃,1
646,3.98,41.00,不活跃,0
647,3.94,38.51,不活跃,2
648,3.60,38.67,不活跃,2
649,4.45,40.57,活跃,0
650,2.09,38.33,不活跃,1
651,3.98,38.72,不活跃,2
652,3.48,41.66,不活跃,0
653,4.70,38.88,活跃,2
654,3.60,38.70,不活跃,2
655,1.90,38.86,活跃,1
656,3.68,40.72,不活跃,0
657,1.85,39.38,不活跃,1
658,3.67,40.31,活跃,0
659,1.98,38.43,活跃,1
660,2.37,38.95,不活跃,1
661,4.42,39.38,不活跃,2
662,3.75,40.84,不活跃,0
663,4.66,38.43,不活跃,2
664,1.68,38.91,不活跃,1
665,2.27,38.72,不活跃,1
666,3.81,40.43,不活跃,0
667,1.84,38.65,活跃,1
668,4.26,39.24,活跃,2
669,1.42,38.73,不活跃,1
670,4.16,39.47,活跃,2
671,4.06,41.58,活跃,0
672,2.60,39.21,活跃,1
673,4.02,38.77,活跃,2
674,3.58,41.33,活跃,0
675,3.63,40.93,不活跃,0
676,4.49,41.03,不活跃,0
677,1.67,38.42,活跃,1
678,1.88,38.74,不活跃,1
679,4.11,40.60,不活跃,0
680,3.54,38.48,活跃,2
681,3.34,38.29,活跃,2
682,3.98,41.09,不活跃,0
683,4.00,38.69,不活跃,2
684,3.58,38.78,活跃,2
685,1.74,39.39,不活跃,1
686,1.45,39.35,活跃,1
687,3.47,40.21,活跃,0
688,4.09,40.52,不活跃,0
689,2.56,38.84,不活跃,1
690,4.05,38.74,活跃,2
691,2.05,38.44,活跃,1
692,4.08,41.39,不活跃,0
693,3.86,40.35,不活跃,0
694,3.98,39.03,不活跃,2
695,2.02,39.94,不活跃,1
696,3.61,38.64,不活跃,2
697,3.96,40.73,活跃,0
698,1.79,39.44,活跃,1
699,2.15,39.52,不活跃,1
700,4.33,39.10,活跃,2
701,4.35,39.94,不活跃,0
702,4.44,40.91,活跃,0
703,4.08,40.29,活跃,0
704,4.69,41.27,不活跃,0
705,1.64,39.52,活跃,1
706,2.52,39.25,活跃,1
707,4.24,38.90,活跃,2
708,4.27,40.85,活跃,0
709,2.11,39.21,不活跃,1
710,3.51,41.34,活跃,0
711,3.83,39.46,不活跃,2
712,2.53,38.61,活跃,1
713,2.51,39.08,不活跃,1
714,4.35,39.25,活跃,2
715,2.13,39.38,活跃,1
716,3.60,39.03,活跃,2
717,2.02,39.35,活跃,1
718,4.38,40.94,活跃,0
719,4.18,39.04,不活跃,2
720,4.01,41.31,不活跃,0
721,2.64,38.90,不活跃,1
722,1.58,38.57,活跃,1
723,4.16,40.73,不活跃,0
724,4.38,41.04,不活跃,0
725,3.28,38.57,活跃,2
726,4.00,41.21,活跃,0
727,4.29,41.05,活跃,0
728,3.26,40.81,不活跃,0
729,2.56,39.31,活跃,1
730,2.17,39.22,活跃,1
731,4.14,41.15,不活跃,0
732,4.16,39.89,活跃,0
733,3.38,38.80,不活跃,2
734,2.37,39.27,不活跃,1
735,2.19,40.10,活跃,1
736,4.16,39.64,活跃,2
737,2.00,39.29,不活跃,1
738,4.64,38.74,不活跃,2
739,2.21,39.17,活跃,1
740,3.38,41.17,活跃,0
741,3.76,40.90,活跃,0
742,1.62,38.46,活跃,1
743,2.20,38.99,活跃,1
744,2.21,38.78,活跃,1
745,3.82,41.16,活跃,0
746,2.35,38.65,不活跃,1
747,1.85,38.80,不活跃,1
748,1.99,39.95,活跃,1
749,4.80,40.98,不活跃,0
750,2.37,38.99,不活跃,1
751,4.06,41.15,不活跃,0
752,4.41,39.28,不活跃,2
753,3.57,38.95,不活跃,2
754,1.76,39.45,活跃,1
755,1.73,39.67,活跃,1
756,4.04,38.96,不活跃,2
757,4.39,38.71,不活跃,2
758,3.83,40.70,活跃,0
759,1.32,38.96,不活跃,1
760,2.14,38.94,活跃,1
761,2.09,38.59,活跃,1
762,4.06,39.42,不活跃,2
763,3.23,41.08,活跃,0
764,2.08,39.43,不活跃,1
765,3.80,41.96,不活跃,0
766,1.79,39.01,活跃,1
767,3.95,41.16,不活跃,0
768,3.60,39.04,不活跃,2
769,4.03,39.57,不活跃,2
770,2.12,38.45,不活跃,1
771,1.42,38.52,不活跃,1
772,3.49,41.39,活跃,0
773,4.37,39.22,活跃,2
774,3.94,39.72,不活跃,2
775,3.99,40.70,不活跃,0
776,1.63,39.50,不活跃,1
777,4.02,38.87,活跃,2
778,4.19,38.61,不活跃,2
779,3.74,41.07,不活跃,0
780,1.62,39.10,不活跃,1
781,4.14,38.76,不活跃,2
782,4.11,40.07,不活跃,0
783,5.00,39.68,活跃,2
784,4.11,38.88,不活跃,2
785,3.75,41.27,不活跃,0
786,4.57,39.18,不活跃,2
787,3.19,41.83,不活跃,0
788,3.84,38.41,活跃,2
789,3.31,39.72,不活跃,2
790,1.74,37.87,不活跃,1
791,2.53,38.96,活跃,1
792,1.68,38.64,不活跃,1
793,2.09,39.85,不活跃,1
794,3.81,39.11,活跃,2
795,3.82,39.15,活跃,2
796,3.85,40.88,不活跃,0
797,4.13,41.21,不活跃,0
798,3.35,38.95,不活跃,2
799,4.37,41.13,活跃,0
800,3.85,40.51,不活跃,0
801,3.74,40.79,不活跃,0
802,2.16,38.29,不活跃,1
803,3.96,40.34,活跃,0
804,1.82,39.57,活跃,1
805,3.41,38.48,不活跃,2
806,3.91,40.88,不活跃,0
807,1.76,38.82,活跃,1
808,4.01,39.24,活跃,2
809,3.35,40.37,活跃,0
810,4.27,37.99,活跃,2
811,4.23,41.14,活跃,0
812,4.40,39.21,活跃,2
813,2.67,39.12,活跃,1
814,4.72,39.17,不活跃,2
815,2.13,39.89,活跃,1
816,3.63,41.10,活跃,0
817,1.83,39.04,活跃,1
818,4.51,40.40,活跃,0
819,4.14,41.81,不活跃,0
820,3.16,41.05,活跃,0
821,2.24,38.46,不活跃,1
822,3.99,39.13,不活跃,2
823,4.36,39.72,活跃,2
824,2.11,39.17,活跃,1
825,1.70,38.52,活跃,1
826,3.57,41.42,不活跃,0
827,1.99,38.39,活跃,1
828,1.66,38.38,不活跃,1
829,1.59,38.83,活跃,1
830,2.23,38.49,不活跃,1
831,2.93,39.05,不活跃,1
832,1.77,38.88,不活跃,1
833,1.42,38.37,不活跃,1
834,4.70,39.30,不活跃,2
835,2.21,39.13,活跃,1
836,4.33,38.89,活跃,2
837,1.93,39.15,活跃,1
838,5.07,38.92,不活跃,2
839,4.79,38.92,不活跃,2
840,1.86,38.46,活跃,1
841,3.29,41.14,活跃,0
842,2.33,39.23,不活跃,1
843,3.74,39.03,活跃,2
