"","rules","support","confidence","lift","count"
"14","{ham} => {other vegetables}",0.0120535714285714,0.435483870967742,2.24249165739711,27
"15","{other vegetables} => {ham}",0.0120535714285714,0.0620689655172414,2.24249165739711,27
"256","{pip fruit} => {citrus fruit}",0.0147321428571429,0.211538461538462,2.23512336719884,33
"257","{citrus fruit} => {pip fruit}",0.0147321428571429,0.155660377358491,2.23512336719884,33
"62","{chicken} => {other vegetables}",0.0160714285714286,0.433734939759036,2.23348566680515,36
"63","{other vegetables} => {chicken}",0.0160714285714286,0.0827586206896552,2.23348566680515,36
"471","{butter,other vegetables} => {whole milk}",0.0102678571428571,0.575,2.22452504317789,23
"599","{other vegetables,whole milk} => {yogurt}",0.0223214285714286,0.308641975308642,2.22301615656385,50
"501","{sausage,soda} => {rolls/buns}",0.0102678571428571,0.442307692307692,2.21153846153846,23
"474","{margarine,rolls/buns} => {whole milk}",0.0107142857142857,0.571428571428571,2.21070811744387,24
"480","{curd,other vegetables} => {whole milk}",0.0107142857142857,0.571428571428571,2.21070811744387,24
"495","{fruit/vegetable juice,yogurt} => {whole milk}",0.0125,0.571428571428571,2.21070811744387,28
"535","{citrus fruit,whole milk} => {other vegetables}",0.0147321428571429,0.423076923076923,2.17860300618921,33
"526","{whipped/sour cream,whole milk} => {other vegetables}",0.015625,0.421686746987952,2.17144439828279,35
"384","{whipped/sour cream} => {root vegetables}",0.01875,0.23728813559322,2.16949152542373,42
"385","{root vegetables} => {whipped/sour cream}",0.01875,0.171428571428571,2.16949152542373,42
"398","{citrus fruit} => {tropical fruit}",0.0209821428571429,0.221698113207547,2.1591468416735,47
"399","{tropical fruit} => {citrus fruit}",0.0209821428571429,0.204347826086957,2.1591468416735,47
"477","{curd,yogurt} => {whole milk}",0.0129464285714286,0.557692307692308,2.15756609538993,29
"555","{tropical fruit,yogurt} => {whole milk}",0.0151785714285714,0.557377049180328,2.15634644242476,34
"570","{rolls/buns,root vegetables} => {other vegetables}",0.0102678571428571,0.418181818181818,2.1533960292581,23
"536","{other vegetables,whole milk} => {citrus fruit}",0.0147321428571429,0.203703703703704,2.15234102026555,33
"280","{domestic eggs} => {whipped/sour cream}",0.0111607142857143,0.170068027210884,2.15227333871402,25
"281","{whipped/sour cream} => {domestic eggs}",0.0111607142857143,0.141242937853107,2.15227333871402,25
"567","{root vegetables,yogurt} => {whole milk}",0.0178571428571429,0.555555555555556,2.14929955862598,40
"572","{other vegetables,rolls/buns} => {root vegetables}",0.0102678571428571,0.23469387755102,2.14577259475219,23
"8","{sliced cheese} => {rolls/buns}",0.0107142857142857,0.428571428571429,2.14285714285714,24
"9","{rolls/buns} => {sliced cheese}",0.0107142857142857,0.0535714285714286,2.14285714285714,24
"549","{root vegetables,tropical fruit} => {whole milk}",0.0120535714285714,0.551020408163265,2.13175425610659,27
"312","{fruit/vegetable juice} => {yogurt}",0.021875,0.295180722891566,2.12606051214504,49
"313","{yogurt} => {fruit/vegetable juice}",0.021875,0.157556270096463,2.12606051214504,49
"17","{whole milk} => {ham}",0.0151785714285714,0.0587219343696028,2.12156666109533,34
"16","{ham} => {whole milk}",0.0151785714285714,0.548387096774194,2.12156666109533,34
"440","{root vegetables} => {yogurt}",0.0321428571428571,0.293877551020408,2.1166743224621,72
"441","{yogurt} => {root vegetables}",0.0321428571428571,0.231511254019293,2.1166743224621,72
"272","{domestic eggs} => {fruit/vegetable juice}",0.0102678571428571,0.156462585034014,2.11130235226621,23
"273","{fruit/vegetable juice} => {domestic eggs}",0.0102678571428571,0.13855421686747,2.11130235226621,23
"274","{domestic eggs} => {sausage}",0.0120535714285714,0.183673469387755,2.10989010989011,27
"275","{sausage} => {domestic eggs}",0.0120535714285714,0.138461538461538,2.10989010989011,27
"563","{other vegetables,whole milk} => {tropical fruit}",0.015625,0.216049382716049,2.10413311862587,35
"444","{root vegetables} => {other vegetables}",0.0446428571428571,0.408163265306122,2.10180623973727,100
"445","{other vegetables} => {root vegetables}",0.0446428571428571,0.229885057471264,2.10180623973727,100
"92","{frozen vegetables} => {root vegetables}",0.0107142857142857,0.228571428571429,2.08979591836735,24
"93","{root vegetables} => {frozen vegetables}",0.0107142857142857,0.0979591836734694,2.08979591836735,24
"186","{brown bread} => {yogurt}",0.0178571428571429,0.289855072463768,2.08770212964257,40
"187","{yogurt} => {brown bread}",0.0178571428571429,0.128617363344051,2.08770212964257,40
"37","{onions} => {other vegetables}",0.0151785714285714,0.404761904761905,2.08429118773946,34
"38","{other vegetables} => {onions}",0.0151785714285714,0.0781609195402299,2.08429118773946,34
"277","{pastry} => {domestic eggs}",0.0125,0.136585365853659,2.08130081300813,28
"276","{domestic eggs} => {pastry}",0.0125,0.19047619047619,2.08130081300813,28
"78","{cream cheese } => {other vegetables}",0.0165178571428571,0.402173913043478,2.07096451774113,37
"79","{other vegetables} => {cream cheese }",0.0165178571428571,0.0850574712643678,2.07096451774113,37
"507","{sausage,yogurt} => {whole milk}",0.0120535714285714,0.529411764705882,2.04815604998476,27
"112","{beef} => {citrus fruit}",0.0107142857142857,0.193548387096774,2.04503956177724,24
"113","{citrus fruit} => {beef}",0.0107142857142857,0.113207547169811,2.04503956177724,24
"598","{whole milk,yogurt} => {other vegetables}",0.0223214285714286,0.396825396825397,2.04342273307791,50
"486","{other vegetables,pip fruit} => {whole milk}",0.0133928571428571,0.526315789473684,2.03617852922462,30
"490","{domestic eggs,whole milk} => {other vegetables}",0.0116071428571429,0.393939393939394,2.02856147683734,26
"512","{rolls/buns,whole milk} => {sausage}",0.0107142857142857,0.176470588235294,2.02714932126697,24
"108","{pork} => {other vegetables}",0.021875,0.388888888888889,2.00255427841635,49
"109","{other vegetables} => {pork}",0.021875,0.11264367816092,2.00255427841635,49
"475","{margarine,whole milk} => {rolls/buns}",0.0107142857142857,0.4,2,24
"500","{other vegetables,whole milk} => {fruit/vegetable juice}",0.0107142857142857,0.148148148148148,1.99910754127622,24
"151","{sausage} => {frankfurter}",0.0107142857142857,0.123076923076923,1.99777034559643,24
"150","{frankfurter} => {sausage}",0.0107142857142857,0.173913043478261,1.99777034559643,24
"31","{berries} => {yogurt}",0.0102678571428571,0.27710843373494,1.99589354201371,23
"32","{yogurt} => {berries}",0.0102678571428571,0.0739549839228296,1.99589354201371,23
"525","{other vegetables,whipped/sour cream} => {whole milk}",0.015625,0.514705882352941,1.99126282637407,35
"287","{root vegetables} => {domestic eggs}",0.0142857142857143,0.130612244897959,1.99028182701652,32
"286","{domestic eggs} => {root vegetables}",0.0142857142857143,0.217687074829932,1.99028182701652,32
"152","{frankfurter} => {pastry}",0.0111607142857143,0.181159420289855,1.97949805585012,25
"153","{pastry} => {frankfurter}",0.0111607142857143,0.121951219512195,1.97949805585012,25
"392","{whipped/sour cream} => {other vegetables}",0.0303571428571429,0.384180790960452,1.9783102798883,68
"393","{other vegetables} => {whipped/sour cream}",0.0303571428571429,0.15632183908046,1.9783102798883,68
"299","{pastry} => {fruit/vegetable juice}",0.0133928571428571,0.146341463414634,1.97472818101675,30
"298","{fruit/vegetable juice} => {pastry}",0.0133928571428571,0.180722891566265,1.97472818101675,30
"472","{butter,whole milk} => {other vegetables}",0.0102678571428571,0.383333333333333,1.97394636015326,23
"538","{bottled water,whole milk} => {yogurt}",0.0107142857142857,0.272727272727273,1.96433791289097,24
"499","{fruit/vegetable juice,whole milk} => {other vegetables}",0.0107142857142857,0.380952380952381,1.96168582375479,24
"158","{frankfurter} => {rolls/buns}",0.0241071428571429,0.391304347826087,1.95652173913044,54
"159","{rolls/buns} => {frankfurter}",0.0241071428571429,0.120535714285714,1.95652173913043,54
"427","{root vegetables} => {tropical fruit}",0.021875,0.2,1.94782608695652,49
"426","{tropical fruit} => {root vegetables}",0.021875,0.21304347826087,1.94782608695652,49
"254","{pip fruit} => {whipped/sour cream}",0.0107142857142857,0.153846153846154,1.94697957409822,24
"255","{whipped/sour cream} => {pip fruit}",0.0107142857142857,0.135593220338983,1.94697957409822,24
"533","{rolls/buns,whole milk} => {citrus fruit}",0.0111607142857143,0.183823529411765,1.94228634850167,25
"576","{other vegetables,root vegetables} => {whole milk}",0.0223214285714286,0.5,1.93436960276339,50
"94","{frozen vegetables} => {yogurt}",0.0125,0.266666666666667,1.92068595927117,28
"95","{yogurt} => {frozen vegetables}",0.0125,0.090032154340836,1.92068595927117,28
"243","{tropical fruit} => {curd}",0.0125,0.121739130434783,1.9203919167177,28
"242","{curd} => {tropical fruit}",0.0125,0.197183098591549,1.9203919167177,28
"176","{brown bread} => {sausage}",0.0102678571428571,0.166666666666667,1.91452991452991,23
"177","{sausage} => {brown bread}",0.0102678571428571,0.117948717948718,1.91452991452991,23
"430","{tropical fruit} => {yogurt}",0.0272321428571429,0.265217391304348,1.91024744862296,61
"431","{yogurt} => {tropical fruit}",0.0272321428571429,0.196141479099678,1.91024744862296,61
"380","{whipped/sour cream} => {citrus fruit}",0.0142857142857143,0.180790960451977,1.91024411043599,32
"381","{citrus fruit} => {whipped/sour cream}",0.0142857142857143,0.150943396226415,1.91024411043599,32
"180","{brown bread} => {tropical fruit}",0.0120535714285714,0.195652173913043,1.9054820415879,27
"181","{tropical fruit} => {brown bread}",0.0120535714285714,0.117391304347826,1.9054820415879,27
"11","{other vegetables} => {hamburger meat}",0.0120535714285714,0.0620689655172414,1.90458195559754,27
"10","{hamburger meat} => {other vegetables}",0.0120535714285714,0.36986301369863,1.90458195559754,27
"138","{napkins} => {bottled water}",0.0120535714285714,0.236842105263158,1.90152801358234,27
"139","{bottled water} => {napkins}",0.0120535714285714,0.0967741935483871,1.90152801358234,27
"489","{domestic eggs,other vegetables} => {whole milk}",0.0116071428571429,0.490566037735849,1.8978720630886,26
"589","{soda,whole milk} => {other vegetables}",0.015625,0.368421052631579,1.89715668481549,35
"119","{rolls/buns} => {beef}",0.0209821428571429,0.104910714285714,1.89516129032258,47
"118","{beef} => {rolls/buns}",0.0209821428571429,0.379032258064516,1.89516129032258,47
"222","{margarine} => {citrus fruit}",0.0111607142857143,0.178571428571429,1.88679245283019,25
"223","{citrus fruit} => {margarine}",0.0111607142857143,0.117924528301887,1.88679245283019,25
"304","{fruit/vegetable juice} => {bottled water}",0.0174107142857143,0.234939759036145,1.88625469620417,39
"305","{bottled water} => {fruit/vegetable juice}",0.0174107142857143,0.139784946236559,1.88625469620417,39
"334","{sausage} => {yogurt}",0.0227678571428571,0.261538461538462,1.88374969082365,51
"335","{yogurt} => {sausage}",0.0227678571428571,0.163987138263666,1.88374969082365,51
"268","{pip fruit} => {other vegetables}",0.0254464285714286,0.365384615384615,1.8815207780725,57
"269","{other vegetables} => {pip fruit}",0.0254464285714286,0.131034482758621,1.8815207780725,57
"252","{curd} => {whole milk}",0.0308035714285714,0.485915492957746,1.8798803181785,69
"253","{whole milk} => {curd}",0.0308035714285714,0.119170984455959,1.8798803181785,69
"98","{frozen vegetables} => {whole milk}",0.0227678571428571,0.485714285714286,1.87910189982729,51
"99","{whole milk} => {frozen vegetables}",0.0227678571428571,0.0880829015544041,1.87910189982729,51
"562","{tropical fruit,whole milk} => {other vegetables}",0.015625,0.364583333333333,1.87739463601533,35
"232","{margarine} => {other vegetables}",0.0227678571428571,0.364285714285714,1.87586206896552,51
"233","{other vegetables} => {margarine}",0.0227678571428571,0.117241379310345,1.87586206896552,51
"210","{butter} => {tropical fruit}",0.0107142857142857,0.192,1.86991304347826,24
"211","{tropical fruit} => {butter}",0.0107142857142857,0.104347826086957,1.86991304347826,24
"502","{rolls/buns,sausage} => {soda}",0.0102678571428571,0.328571428571429,1.86802030456853,23
"178","{brown bread} => {shopping bags}",0.0116071428571429,0.188405797101449,1.86738489162498,26
"179","{shopping bags} => {brown bread}",0.0116071428571429,0.115044247787611,1.86738489162498,26
"241","{citrus fruit} => {curd}",0.0111607142857143,0.117924528301887,1.86021791124103,25
"240","{curd} => {citrus fruit}",0.0111607142857143,0.176056338028169,1.86021791124103,25
"597","{other vegetables,yogurt} => {whole milk}",0.0223214285714286,0.480769230769231,1.85997077188787,50
"220","{butter} => {whole milk}",0.0267857142857143,0.48,1.85699481865285,60
"221","{whole milk} => {butter}",0.0267857142857143,0.103626943005181,1.85699481865285,60
"294","{domestic eggs} => {other vegetables}",0.0236607142857143,0.360544217687075,1.85659551176793,53
"295","{other vegetables} => {domestic eggs}",0.0236607142857143,0.12183908045977,1.85659551176793,53
"228","{margarine} => {yogurt}",0.0160714285714286,0.257142857142857,1.85209003215434,36
"229","{yogurt} => {margarine}",0.0160714285714286,0.115755627009646,1.85209003215434,36
"6","{butter milk} => {other vegetables}",0.0102678571428571,0.359375,1.85057471264368,23
"7","{other vegetables} => {butter milk}",0.0102678571428571,0.0528735632183908,1.85057471264368,23
"70","{sugar} => {other vegetables}",0.0133928571428571,0.357142857142857,1.83908045977011,30
"71","{other vegetables} => {sugar}",0.0133928571428571,0.0689655172413793,1.83908045977011,30
"498","{fruit/vegetable juice,other vegetables} => {whole milk}",0.0107142857142857,0.470588235294118,1.82058315554201,24
"580","{soda,whole milk} => {yogurt}",0.0107142857142857,0.252631578947368,1.81959722457269,24
"64","{chicken} => {whole milk}",0.0174107142857143,0.469879518072289,1.81784131344029,39
"65","{whole milk} => {chicken}",0.0174107142857143,0.0673575129533679,1.81784131344029,39
"55","{soda} => {chocolate}",0.0138392857142857,0.0786802030456853,1.81694489507562,31
"54","{chocolate} => {soda}",0.0138392857142857,0.319587628865979,1.81694489507562,31
"260","{pip fruit} => {root vegetables}",0.0138392857142857,0.198717948717949,1.81684981684982,31
"261","{root vegetables} => {pip fruit}",0.0138392857142857,0.126530612244898,1.81684981684982,31
"96","{frozen vegetables} => {other vegetables}",0.0165178571428571,0.352380952380952,1.81455938697318,37
"97","{other vegetables} => {frozen vegetables}",0.0165178571428571,0.0850574712643678,1.81455938697318,37
"394","{whipped/sour cream} => {whole milk}",0.0370535714285714,0.468926553672316,1.81415454270464,83
"395","{whole milk} => {whipped/sour cream}",0.0370535714285714,0.143350604490501,1.81415454270464,83
"103","{root vegetables} => {pork}",0.0111607142857143,0.102040816326531,1.8140589569161,25
"102","{pork} => {root vegetables}",0.0111607142857143,0.198412698412698,1.8140589569161,25
"434","{tropical fruit} => {other vegetables}",0.0361607142857143,0.352173913043478,1.81349325337331,81
"435","{other vegetables} => {tropical fruit}",0.0361607142857143,0.186206896551724,1.81349325337331,81
"290","{domestic eggs} => {yogurt}",0.0165178571428571,0.251700680272109,1.81289235951615,37
"291","{yogurt} => {domestic eggs}",0.0165178571428571,0.118971061093248,1.81289235951615,37
"264","{pip fruit} => {yogurt}",0.0174107142857143,0.25,1.80064308681672,39
"265","{yogurt} => {pip fruit}",0.0174107142857143,0.12540192926045,1.80064308681672,39
"534","{citrus fruit,other vegetables} => {whole milk}",0.0147321428571429,0.464788732394366,1.79814639130117,33
"336","{sausage} => {rolls/buns}",0.03125,0.358974358974359,1.79487179487179,70
"337","{rolls/buns} => {sausage}",0.03125,0.15625,1.79487179487179,70
"481","{curd,whole milk} => {other vegetables}",0.0107142857142857,0.347826086956522,1.79110444777611,24
"388","{whipped/sour cream} => {yogurt}",0.0196428571428571,0.248587570621469,1.79046996203245,44
"389","{yogurt} => {whipped/sour cream}",0.0196428571428571,0.141479099678457,1.79046996203245,44
"560","{rolls/buns,whole milk} => {tropical fruit}",0.0111607142857143,0.183823529411765,1.79028132992327,25
"284","{domestic eggs} => {tropical fruit}",0.0120535714285714,0.183673469387755,1.7888198757764,27
"285","{tropical fruit} => {domestic eggs}",0.0120535714285714,0.117391304347826,1.7888198757764,27
"120","{beef} => {other vegetables}",0.0191964285714286,0.346774193548387,1.78568780126066,43
"121","{other vegetables} => {beef}",0.0191964285714286,0.0988505747126437,1.78568780126066,43
"84","{white bread} => {yogurt}",0.0102678571428571,0.247311827956989,1.78128133319504,23
"85","{yogurt} => {white bread}",0.0102678571428571,0.0739549839228296,1.78128133319503,23
"593","{other vegetables,rolls/buns} => {yogurt}",0.0107142857142857,0.244897959183673,1.76389526871842,24
"226","{margarine} => {root vegetables}",0.0120535714285714,0.192857142857143,1.76326530612245,27
"227","{root vegetables} => {margarine}",0.0120535714285714,0.110204081632653,1.76326530612245,27
"309","{root vegetables} => {fruit/vegetable juice}",0.0142857142857143,0.130612244897959,1.76247848537005,32
"308","{fruit/vegetable juice} => {root vegetables}",0.0142857142857143,0.192771084337349,1.76247848537005,32
"306","{fruit/vegetable juice} => {tropical fruit}",0.0133928571428571,0.180722891566265,1.76008381351493,30
"307","{tropical fruit} => {fruit/vegetable juice}",0.0133928571428571,0.130434782608696,1.76008381351493,30
"573","{rolls/buns,root vegetables} => {whole milk}",0.0111607142857143,0.454545454545455,1.75851782069399,25
"190","{brown bread} => {other vegetables}",0.0209821428571429,0.340579710144928,1.75378977178078,47
"191","{other vegetables} => {brown bread}",0.0209821428571429,0.108045977011494,1.75378977178078,47
"72","{sugar} => {whole milk}",0.0169642857142857,0.452380952380952,1.75014392630973,38
"73","{whole milk} => {sugar}",0.0169642857142857,0.0656303972366149,1.75014392630973,38
"12","{hamburger meat} => {whole milk}",0.0147321428571429,0.452054794520548,1.74888210660799,33
"13","{whole milk} => {hamburger meat}",0.0147321428571429,0.0569948186528497,1.74888210660799,33
"511","{sausage,whole milk} => {rolls/buns}",0.0107142857142857,0.347826086956522,1.73913043478261,24
"321","{pastry} => {sausage}",0.0138392857142857,0.151219512195122,1.73708567854909,31
"320","{sausage} => {pastry}",0.0138392857142857,0.158974358974359,1.73708567854909,31
"296","{domestic eggs} => {whole milk}",0.0294642857142857,0.448979591836735,1.73698494942018,66
"297","{whole milk} => {domestic eggs}",0.0294642857142857,0.113989637305699,1.73698494942018,66
"194","{coffee} => {pastry}",0.0111607142857143,0.158227848101266,1.72892868169188,25
"195","{pastry} => {coffee}",0.0111607142857143,0.121951219512195,1.72892868169188,25
"531","{citrus fruit,rolls/buns} => {whole milk}",0.0111607142857143,0.446428571428571,1.72711571675302,25
"409","{other vegetables} => {citrus fruit}",0.0316964285714286,0.163218390804598,1.72457167642594,71
"408","{citrus fruit} => {other vegetables}",0.0316964285714286,0.334905660377358,1.72457167642594,71
"80","{cream cheese } => {whole milk}",0.0183035714285714,0.445652173913043,1.72411203724563,41
"81","{whole milk} => {cream cheese }",0.0183035714285714,0.0708117443868739,1.72411203724563,41
